ensgene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ENSG00000004478,612.4688094578165,-0.002964127369692705,0.16597454155760766,-0.017858927892648487,0.9857513945774591,0.99573650702845,FKBP4
ENSG00000004487,1255.7941259387976,-0.334112018249606,0.09403219719097156,-3.5531661306504656,0.0003806240085275212,0.004926879598487086,KDM1A
ENSG00000004534,1306.1437277361974,-0.3034642099857721,0.1583995727840171,-1.915814573562994,0.055388702058379514,0.2215240273508952,RBM6
ENSG00000004660,79.86422570827565,-0.6451427031332329,0.38015612578866953,-1.6970467115183894,0.0896878296463804,0.3028507462653839,CAMKK1
ENSG00000004700,1510.210170662891,0.40962790932700566,0.1177779219387182,3.4779685579793287,0.000505229184148921,0.006184648019151143,RECQL
ENSG00000004766,495.21057505955446,-0.11433119819285509,0.1283023979840387,-0.8911072590169227,0.3728716310033928,0.6837352080886153,VPS50
ENSG00000004776,12520.286101211843,-0.1544485680770424,0.2467247783342325,-0.6259953666583679,0.5313179803941532,0.798178035618118,HSPB6
ENSG00000004777,104.39456687226124,-0.47128506443827556,0.4126391877255205,-1.142123866218361,0.2534025363544875,0.5581149245238433,ARHGAP33
ENSG00000004779,366.33987672154126,0.10994912080606313,0.13486127101969964,0.8152757272323385,0.41491449943755354,0.7191274040669109,NDUFAB1
ENSG00000004799,935.5754551063451,2.5597803198189863,0.9110720286237487,2.8096355056424582,0.0049597635393582445,0.03880025229922347,PDK4
ENSG00000004809,1.4099562867993722,0.05193087658140226,1.5346315013366587,0.033839313565615356,0.9730052861933961,,SLC22A16
ENSG00000004838,16.34326897842209,-0.92399578834479,0.4069129387581868,-2.270745656711315,0.023162379401051505,0.1203421747017424,ZMYND10
ENSG00000004846,22.072947650609542,-1.5896244317216635,0.653170743102515,-2.4337042779519784,0.0149451996592112,0.08912332026556823,ABCB5
ENSG00000004864,152.30621725687524,0.05603986032488192,0.2754072840305325,0.20347994978473108,0.838759915624298,0.95563080675241,SLC25A13
ENSG00000004866,523.8803988071234,-0.614003130407232,0.21229589319138537,-2.8922044660266053,0.003825488970918019,0.031904011877439444,ST7
ENSG00000004897,1680.009297292414,-0.16176622514868222,0.09891254664660175,-1.6354469744535678,0.10195538191156434,0.32892127809907457,CDC27
ENSG00000004939,8.673506399576222,-0.6090746319179485,0.5615569484426791,-1.0846177464405817,0.2780909917339075,0.5896134007060159,SLC4A1
ENSG00000004961,435.96184962069253,-0.16633524720311882,0.14043038117512532,-1.1844676758064805,0.23622798449686067,0.5377151424373866,HCCS
ENSG00000004975,1003.1587634980147,-0.3466653308303527,0.16205284583050922,-2.1392116198497955,0.03241853354101607,0.1523844768303706,DVL2
ENSG00000005007,2286.273671945908,0.22139073122488576,0.09229204308241647,2.398806265749092,0.016448614734725076,0.09542010731589226,UPF1
ENSG00000005020,752.8174660320676,0.07338707918290553,0.15001918400067235,0.4891846310974244,0.6247109892543554,0.859543653640323,SKAP2
ENSG00000005022,1300.362310674866,-0.07711357706373934,0.11536636593034064,-0.6684233870234007,0.5038633710108602,0.7815288380693045,SLC25A5
ENSG00000005059,215.7445813224127,0.22345788357761298,0.2580959324506769,0.8657938986323102,0.3866031957148014,0.6961328112728348,MCUB
ENSG00000005075,614.655729564769,0.09886391472736936,0.1599587156350788,0.6180589431144983,0.5365364849961796,0.8017813426228542,POLR2J
ENSG00000005100,502.32735336379477,0.31451484361310894,0.1292718533127754,2.4329723412577295,0.014975444787392992,0.08921559108160601,DHX33
ENSG00000005108,12.506965053068852,0.9319163708034635,0.6237811451245979,1.4939797043998766,0.13518092406526014,0.38899230093171033,THSD7A
ENSG00000005156,284.199489115349,-0.3853952837407128,0.20409760684422573,-1.888289087264309,0.05898715153024219,0.23095738560687135,LIG3
ENSG00000005175,347.42318996248844,-0.199102210771141,0.29049667111454097,-0.6853855158038499,0.4931006815409017,0.7736537390905726,RPAP3
ENSG00000005187,26.792389086482324,-0.3275277181290093,0.41147352582241026,-0.7959873420152153,0.4260393927108215,0.7280113680826306,ACSM3
ENSG00000005189,79.02951610620318,-0.4397964676597252,0.2705117754528358,-1.6257941707842753,0.10399344883233215,0.33304498257060466,REXO5
ENSG00000005194,458.7502760527021,0.12807528940183974,0.1602133201652397,0.7994047515509093,0.4240557561694225,0.7263542962003167,CIAPIN1
ENSG00000005206,687.4260500383732,0.10145537639072849,0.1381715872917774,0.7342709045998354,0.46278364690079643,0.7544602027817622,SPPL2B
ENSG00000005238,705.7302659381756,-0.20573982230120083,0.11355704300848211,-1.811775094265471,0.07002095492118536,0.2579641951205659,ATOSB
ENSG00000005243,993.9858876431972,-0.10648193161286648,0.18517628643149442,-0.5750300627843039,0.56527096541101,0.8227389161106273,COPZ2
ENSG00000005249,301.33839450183814,0.6603751818845198,0.2258917659051609,2.9234141370242495,0.003462156970986709,0.02940224695651199,PRKAR2B
ENSG00000005302,469.93548723894776,0.1903542630857741,0.1581470292601005,1.2036537390323228,0.22872343952765806,0.5284854520877019,MSL3
ENSG00000005339,2604.126362938143,-0.10431777935414523,0.13482015539947206,-0.7737550742695087,0.43907564440371716,0.7373536178210146,CREBBP
ENSG00000005379,158.96065038202073,0.12100897105286354,0.28596062933144767,0.4231665433656812,0.6721737549361267,0.8844421013289813,TSPOAP1
ENSG00000005381,7.124194434848936,1.1701843256409743,1.315186741403629,0.8897476600106984,0.37360139645836854,0.6842313886342807,MPO
ENSG00000005436,302.96696903730435,0.15695073353023603,0.1373852192641517,1.1424135316075419,0.2532821692611271,0.5581149245238433,GCFC2
ENSG00000005448,234.24413297735643,0.2803325488151992,0.15672012387285494,1.7887463453170154,0.07365567544372209,0.26644037203725146,WDR54
ENSG00000005469,422.2297104834261,-0.2739242296022629,0.24485318323199695,-1.1187284804164515,0.2632559911280292,0.5719284433442342,CROT
ENSG00000005471,33.283357340320194,-1.228972057083871,0.5120024552217219,-2.400324538583836,0.01638054173058777,0.09515072426989654,ABCB4
ENSG00000005483,1867.5661623574078,0.013896674856096528,0.12993097592092887,0.10695428674801553,0.9148252455440498,0.9788607359340374,KMT2E
ENSG00000005486,856.4411722098932,-0.15170910124428544,0.18949185293034504,-0.8006101523533674,0.4233573714878103,0.7258140787931173,RHBDD2
ENSG00000005513,4.190191422270047,-0.6646006181807799,1.0180151882637567,-0.6528395900598185,0.5138596975671257,,SOX8
ENSG00000005700,579.4471100626772,-0.0874364021307347,0.13145596200587617,-0.6651383535333775,0.505962005478785,0.7826751270339868,IBTK
ENSG00000005801,220.81869088439993,-0.2453821331465046,0.22103813470457576,-1.1101348347626319,0.26694092833325633,0.5758901979997882,ZNF195
ENSG00000005810,2862.9801007457295,-0.06264115853556408,0.11918603824500182,-0.5255746348980687,0.5991837842622758,0.8454603186318699,MYCBP2
ENSG00000005812,1499.0318587995785,0.4086819131601207,0.17135154943667685,2.3850494174326076,0.017076827253693794,0.09805504266231237,FBXL3
ENSG00000005844,3.2194891661848404,-0.9389577577853678,1.138744969409318,-0.8245549117748618,0.4096243284066545,,ITGAL
ENSG00000005882,1066.4027141905428,-0.12784770260504258,0.14475051680535062,-0.8832279526639781,0.377113121712656,0.6870416750379863,PDK2
ENSG00000005884,1294.2742834654873,0.33360566173791845,0.2781038898266526,1.199572080584206,0.23030557508211624,0.5305911292310299,ITGA3
ENSG00000005889,800.1101421644945,0.016359134426431176,0.22846109910524928,0.07160577660923675,0.9429156428098328,0.9862892825439175,ZFX
ENSG00000005893,5133.570037429439,0.043121660851707794,0.08060078211980838,0.5350030076334737,0.5926477775321997,0.8413305696518739,LAMP2
ENSG00000005961,10.288221978852668,-0.6198838947320962,0.6357296831043147,-0.9750746444702056,0.32952323485538537,0.6459544111372856,ITGA2B
ENSG00000005981,6.436855469912466,-0.6294208232224673,0.7896056381054795,-0.7971331419728112,0.4253737102024192,,ASB4
ENSG00000006007,2603.734235826696,0.1808370743561196,0.14621561845628284,1.2367835684406605,0.21616744390044185,0.511917469203823,GDE1
ENSG00000006015,386.9068216543182,-0.053090165816960015,0.32263462076777283,-0.16455198047444963,0.8692966298793579,0.9652204178600153,REX1BD
ENSG00000006016,160.4510141047354,0.19216743842043316,0.4983822309153096,0.3855824435544298,0.6998059376484658,0.8982481791942578,CRLF1
ENSG00000006025,160.46229556325804,-0.6523878523548511,0.3169488608173547,-2.058337899282739,0.03955770849471595,0.17503675892824536,OSBPL7
ENSG00000006042,3151.0981471606237,0.00914336650790572,0.09645009187345746,0.09479894036702234,0.9244745285476266,0.9816061371174565,TMEM98
ENSG00000006062,258.2671238952381,-0.5841063715351215,0.27456525816723215,-2.1273863103953015,0.03338799864704956,0.15532020156198442,MAP3K14
ENSG00000006118,458.98279251674296,-0.5498076040872345,0.22155904957214906,-2.481539820417914,0.013081609308568368,0.0808518265882884,TMEM132A
ENSG00000006125,6730.765830159736,0.08032897430025547,0.10709009563161231,0.7501064764811254,0.45319057920611816,0.7469671303571725,AP2B1
ENSG00000006194,551.6341182570231,0.11186524947874059,0.10031143813827777,1.1151794008230256,0.2647735514969358,0.5734882455827248,ZNF263
ENSG00000006210,15.884128443891198,0.9502846885392973,0.6144831064639031,1.5464781351073975,0.1219891366562754,0.3670607527268058,CX3CL1
ENSG00000006282,1394.3016587539273,-0.10689434485331996,0.1681874961133865,-0.6355665392702874,0.5250589845014082,0.7941057908988518,SPATA20
ENSG00000006283,61.36319775563355,-1.1736710041091647,0.4647740069303906,-2.525250953384202,0.011561569574407718,0.07403815191338449,CACNA1G
ENSG00000006327,587.2538077797899,-0.14608401356033032,0.32382845419922807,-0.4511154336995213,0.6519063547159563,0.8736194485889329,TNFRSF12A
ENSG00000006432,6.995050016195657,-0.21886077303764617,0.7324872091457262,-0.2987912557447873,0.7650993232490678,0.9269051916553769,MAP3K9
ENSG00000006451,1108.1546186875064,-0.5690955739275176,0.21111255654220207,-2.695697419654684,0.007024144037344874,0.05028764463033791,RALA
ENSG00000006453,212.9274677464329,-0.2737535432177364,0.15581526058465126,-1.7569109867066692,0.07893298266422238,0.2788187896706436,BAIAP2L1
ENSG00000006459,410.8846523066214,0.005698652807593117,0.3146982345431376,0.01810830879259975,0.9855524495811987,0.995708198249949,KDM7A
ENSG00000006468,210.1770523896538,0.04864163049509125,0.4100358166869069,0.11862776010182735,0.9055702712618448,0.9757863690005355,ETV1
ENSG00000006530,277.88708643303056,0.03322971663924588,0.201159940041837,0.16519052765841352,0.8687940206759668,0.9650237248002599,AGK
ENSG00000006534,1145.4641756934836,0.42798199954600363,0.26428801613386493,1.6193772453504882,0.10536611966830116,0.3354086771411496,ALDH3B1
ENSG00000006555,4.767008663453964,-0.6100647947471356,0.8061822959076499,-0.7567330588180269,0.44920980481975936,,TTC22
ENSG00000006576,1076.3662815592547,-0.4165039031980937,0.19600562980200825,-2.1249588780629316,0.03359004434228167,0.15597919649113082,PHTF2
ENSG00000006606,4.014522580944146,-0.4334067838078175,0.8942636561302086,-0.4846521278560286,0.6279231300165571,,CCL26
ENSG00000006607,957.9947107000812,0.5959340537980394,0.15434247683796953,3.8611150086936705,0.00011287075500613019,0.0017935424403239962,FARP2
ENSG00000006625,177.30365924651642,-0.10866900356134011,0.25179494510036066,-0.4315773834062742,0.6660485991198093,0.8812122657862514,GGCT
ENSG00000006634,92.84215318597336,-0.448223796633033,0.29834023898600287,-1.5023913574529992,0.1329960670510807,0.3856910387794527,DBF4
ENSG00000006638,64.09251927158678,-0.4852339870444246,0.2934440495672433,-1.6535826429604676,0.09821234173919167,0.32117980109900635,TBXA2R
ENSG00000006652,1086.5026471824592,-0.050928400882975934,0.21927137909234945,-0.23226196275039923,0.8163345539763796,0.9461914367767882,IFRD1
ENSG00000006659,1.4377613253196069,-0.48518183125929115,1.5352559380267756,-0.31602667623151004,0.7519822602676074,,LGALS14
ENSG00000006695,181.54119834704494,0.19620822437261748,0.202075502443568,0.9709649215268484,0.3315657469652983,0.6474909192969477,COX10
ENSG00000006704,291.60649235008884,-0.04128556491951476,0.23594586655484306,-0.174978970906949,0.8610961574356091,0.9626756484580082,GTF2IRD1
ENSG00000006712,1114.8171807760045,-0.2388702820766266,0.1285838263496097,-1.8577008388843277,0.06321150932580039,0.24118193051489617,PAF1
ENSG00000006715,2208.4816094104854,-0.13952395868186723,0.13320637556968454,-1.0474270325663035,0.2949026693567637,0.6090666518037139,VPS41
ENSG00000006740,43.37937109219953,-0.01992516876286993,0.3801804337824529,-0.05240976913154748,0.9582021901752406,0.9908039241655456,ARHGAP44
ENSG00000006744,938.9009375887063,0.2517890905220026,0.15307910782421003,1.6448298797974914,0.10000489845153306,0.32488723340884085,ELAC2
ENSG00000006747,27.735856094185046,0.20335928502525114,0.4888678147837784,0.41598010520532025,0.6774245612482797,0.8877237897131969,SCIN
ENSG00000006756,545.4124897293926,-0.0147190443226719,0.15803421390027,-0.09313833985316992,0.9257936590023286,0.9816061371174565,ARSD
ENSG00000006757,168.9584747311854,-0.015545865602890943,0.15181431697050465,-0.10240052396317326,0.9184387677972543,0.9798122818009748,PNPLA4
ENSG00000006788,11.202645284454013,2.9551953217808338,1.076286346916499,2.7457333545550453,0.0060375812717802825,0.044684331560704074,MYH13
ENSG00000006831,1095.7804769062882,0.24383420297041575,0.09099996423728231,2.679497788972953,0.007373269020153763,0.052288904210789314,ADIPOR2
ENSG00000006837,75.36743468474424,-0.1480537472532804,0.3138847368671279,-0.4716818942233364,0.6371538625229116,0.8663114591744493,CDKL3
ENSG00000007001,2.0032483731015938,-0.2843775713174807,1.3978182152642793,-0.20344388720368387,0.8387880999518488,,UPP2
ENSG00000007047,813.8308677077919,-0.0376454352216876,0.17478311622030945,-0.21538370545033952,0.8294681730597566,0.9522830546209181,MARK4
ENSG00000007062,2.4562561844964943,-0.552493621975684,1.0159038623282575,-0.5438443955803792,0.5865485553924475,,PROM1
ENSG00000007080,662.9546039036577,0.24433731057589592,0.1580586253929402,1.545865086251784,0.12213715407727038,0.3674188799229815,CCDC124
ENSG00000007168,3974.849836149431,0.05164299747610234,0.10206156080604689,0.5059985078441268,0.6128576971727944,0.8519923753551203,PAFAH1B1
ENSG00000007171,1.4824875214155007,-0.5383318272737307,1.7826322778273707,-0.3019870300619916,0.762661950168813,,NOS2
ENSG00000007174,2.7016968339752068,0.3827457372769389,1.017782696550579,0.37605840477945107,0.706873476573489,,DNAH9
ENSG00000007202,6545.016555049941,0.024490981671075635,0.09022293075860002,0.2714496355322747,0.7860452308960365,0.9349519541967798,BLTP2
ENSG00000007237,425.10226561805007,-0.8956793769454208,0.9606686248896849,-0.932349983896136,,,GAS7
ENSG00000007255,130.4520770237078,0.27038125223019177,0.2418545145709399,1.1179499903479557,0.2635883527387004,0.5722565517149084,TRAPPC6A
ENSG00000007264,2.9432482110464013,0.13029703622296876,0.92591722233256,0.14072212189198294,0.8880894682562696,,MATK
ENSG00000007312,2.077368340745328,0.62755179307903,1.5323217499469313,0.40954309569825265,0.6821411471673426,,CD79B
ENSG00000007341,281.67420817914797,0.21559663503696333,0.2418487694516644,0.8914522721193842,0.3726865855978114,0.6835547639367507,ST7L
ENSG00000007372,40.45380302502462,0.20472624628679295,0.5195214098531805,0.394067005524661,0.6935315699228295,0.8954960539105824,PAX6
ENSG00000007376,258.4602769179855,0.1204371367284463,0.19959478309845244,0.6034082397285869,0.5462371421101705,0.8096069758929533,RPUSD1
ENSG00000007384,1823.3827883423119,0.08690056781385333,0.14992831608986232,0.5796141121318794,0.562174874213613,0.821218342402285,RHBDF1
ENSG00000007392,686.8705964367446,-0.10379256949798231,0.10823583656325038,-0.9589482817673652,0.33758480002208757,0.6527080700341281,LUC7L
ENSG00000007402,23.796555193880224,0.7397186523838176,0.5204740073212049,1.4212403347306992,0.155246902462058,0.42403338652394207,CACNA2D2
ENSG00000007516,11.201078842424355,-0.21143853486691305,0.7084577856476078,-0.2984490242755045,0.7653604769085665,0.9269324718133316,BAIAP3
ENSG00000007520,580.5581227966741,0.0715706987800908,0.14963164349881938,0.47831258887867195,0.6324277375964376,0.8640456316376925,TSR3
ENSG00000007541,653.5451108158591,0.22184239208310658,0.16405986565354955,1.3522039116597733,0.1763100927077882,0.454797605498805,PIGQ
ENSG00000007545,622.768354187305,0.16684018790341676,0.1568451157202569,1.0637257471312442,0.28745295717727337,0.6001933544701316,CRAMP1
ENSG00000007866,1620.5277052030365,0.5540136925931394,0.15625405946550608,3.54559551597084,0.0003917269911013829,0.005054014875379167,TEAD3
ENSG00000007923,977.4362524247803,-0.03834031243438996,0.1468675776605492,-0.26105361744989636,0.7940511596000461,0.9376330052792472,DNAJC11
ENSG00000007933,877.8151020981718,0.3140790175590774,0.9711799120369033,0.32339941721029225,0.7463927708458937,0.920272251648726,FMO3
ENSG00000007944,345.2843215880633,-0.48967900255913993,0.1510421082850228,-3.2420032275707853,0.0011869267818796166,0.012419441439839836,MYLIP
ENSG00000007952,10.16879786716334,0.8092806650653489,0.5703114634896849,1.4190152519702703,0.15589456952462982,0.42499573961206966,NOX1
ENSG00000007968,3.9584975676227105,0.16240403756016494,0.8123261553953199,0.199924668781754,0.8415394970106045,,E2F2
ENSG00000008018,1517.7145148321574,0.04789413050839636,0.10935832527602615,0.43795596162897577,0.6614182074140911,0.879061885949256,PSMB1
ENSG00000008056,17.71682234453983,0.6759067510562168,0.45573153075826295,1.4831248343330956,0.13804124696442324,0.39425561169954687,SYN1
ENSG00000008083,305.0725084294715,0.487598453029803,0.15047879143305576,3.240313458037861,0.0011939836652437353,0.012485002156316037,JARID2
ENSG00000008086,372.53509685853896,-0.17284895958495852,0.18868360417042626,-0.9160783224642811,0.3596258166372732,0.6718932492059526,CDKL5
ENSG00000008118,6.9478636512896,-0.8612543732819045,0.7968547298300349,-1.0808172945972294,0.27977839379164804,0.5915346744792194,CAMK1G
ENSG00000008128,563.8116282422196,0.13346213394916867,0.37206225298817597,0.35870914847524205,0.7198126837774155,0.9065871432434373,CDK11A
ENSG00000008130,1713.6416981802831,0.8302206206580642,0.15071391432428102,5.508586412743115,3.6172666263168235e-08,1.494158379493538e-06,NADK
ENSG00000008226,8.162671164468428,-0.017083294060286323,0.774279496700384,-0.02206347208351417,0.9823973244328019,0.9949629970896795,DLEC1
ENSG00000008256,3740.94691474074,1.1969061059967174,0.2078326580895675,5.758989549567802,8.461894047901203e-09,4.083187345010186e-07,CYTH3
ENSG00000008277,19.31057800416665,-0.024112437343588842,0.4734228413263255,-0.05093213769753113,0.9593795965552031,0.9908039241655456,ADAM22
ENSG00000008282,1985.3313637743217,0.2869416426150946,0.13875980485876988,2.06790174508493,0.03864926329777666,0.17230432974722978,SYPL1
ENSG00000008283,526.5585838030593,0.04622266965011891,0.13954560828073312,0.33123700716635746,0.7404654688172325,0.9169050656635471,CYB561
ENSG00000008294,2928.292246968666,-0.1667155634286878,0.1346471301721361,-1.2381664816439433,0.21565433708493897,0.5111626535771747,SPAG9
ENSG00000008300,96.28353477144627,0.5267254240560637,0.3034631026282012,1.7357148842618946,0.08261426038161027,0.2874707587575461,CELSR3
ENSG00000008311,714.9325196412616,1.1379105049151652,0.1891571050640153,6.01568999763487,1.7912207132667004e-09,9.746093667115609e-08,AASS
ENSG00000008323,11.003178241308557,0.40576317547860513,0.5814983899786931,0.6977889921474639,0.48530916419814263,0.7684401002614152,PLEKHG6
ENSG00000008324,122.6408658632634,0.5704038755826935,0.2532358479515096,2.252461016861705,0.024293153560819025,0.12433398314504164,SS18L2
ENSG00000008382,158.89016250538089,0.13257007828361442,0.204772909178771,0.647400473115699,0.517372789805335,0.7899772837563751,MPND
ENSG00000008394,3683.618110212532,0.004104900086453567,0.38140840269355386,0.010762479424848141,0.9914129496056618,0.9970870518173038,MGST1
ENSG00000008405,286.124233867293,0.08638761050500204,0.18687197894554994,0.4622823121607405,0.6438788822126631,0.8699668414458358,CRY1
ENSG00000008438,1.716067922736398,2.6955550163577002,1.631900615678003,1.651788712168469,0.09857763057422181,,PGLYRP1
ENSG00000008441,11031.719304017197,-0.3126073215656467,0.1439044010793932,-2.172326344579126,0.029831056283551347,0.14377038396400632,NFIX
ENSG00000008513,1583.3561744943404,-0.5620728358778854,0.2266435300387373,-2.4799862399858377,0.013138745289775256,0.08107792801226585,ST3GAL1
ENSG00000008516,23.90165721271665,-0.17827733812892543,0.4873771683028209,-0.36578926901671516,0.7145223278781867,0.9047061315671568,MMP25
ENSG00000008517,119.60588473340803,-0.9001753486302648,0.419266165905849,-2.147025974980317,0.03179121376409614,0.15027967704723577,IL32
ENSG00000008710,5182.012271424552,0.4046246408820617,0.14526757801891,2.7853747298615406,0.005346589453905523,0.0409135960199686,PKD1
ENSG00000008735,19.710103221706305,0.37843725877119383,0.42995607709094774,0.8801765550836574,0.37876367216122997,0.6886175807157562,MAPK8IP2
ENSG00000008838,1158.5204031125459,-0.025602038631898815,0.12339724732180292,-0.20747657818599669,0.8356376826041008,0.9545737344393039,MED24
ENSG00000008853,845.5714387629762,0.3643531219420253,0.17762672209010819,2.0512292162729477,0.04024462996121877,0.17708310545400752,RHOBTB2
